"juos","wgs84_x","wgs84_y"
0,-107.961825,39.398688
0,-111.291179,39.39117
0,-110.768469,39.391107
1,-110.536214,39.390123
1,-109.665299,39.383447
1,-109.491352,39.381529
1,-109.317467,39.379509
1,-108.737045,39.369279
1,-108.679091,39.368209
1,-108.447052,39.363283
0,-107.902077,39.355341
0,-107.786165,39.358005
1,-107.72809,39.359364
0,-110.942697,39.346269
0,-110.826645,39.346155
0,-110.652605,39.345783
1,-110.536524,39.345278
0,-110.36246,39.344534
1,-110.246421,39.343839
1,-110.130102,39.343233
1,-110.072366,39.34257
0,-109.55032,39.337282
1,-109.202791,39.332242
1,-109.086047,39.330768
1,-108.506438,39.319598
0,-107.494584,39.319524
1,-108.159039,39.311631
0,-107.55253,39.318222
0,-111.290654,39.3009
1,-111.232664,39.300994
1,-111.058677,39.301033
1,-110.710781,39.30087
1,-110.246943,39.2985
1,-110.130941,39.297978
0,-109.783085,39.294858
0,-109.724999,39.2942
1,-109.203476,39.287365
1,-108.553984,39.29357
0,-108.310712,39.288129
0,-108.971699,39.283557
0,-108.797897,39.280397
1,-108.566207,39.275772
1,-108.334583,39.270705
1,-108.00999,39.271787
0,-107.608804,39.271991
0,-107.956143,39.263712
0,-111.406282,39.255462
0,-111.116626,39.256114
0,-111.000724,39.256174
1,-110.652877,39.256054
1,-110.537226,39.255182
0,-110.073554,39.252481
0,-108.705802,39.260598
1,-109.899735,39.250966
1,-109.436455,39.245744
1,-110.8501,39.238056
1,-109.320625,39.243773
0,-109.146715,39.241425
0,-108.915098,39.237508
1,-108.394118,39.227035
1,-108.162711,39.221569
0,-107.780725,39.223019
0,-107.66498,39.225699
0,-111.174465,39.210987
1,-110.826946,39.210946
1,-110.769032,39.210873
1,-108.047022,39.218753
0,-111.348257,39.210686
0,-110.595329,39.210416
1,-110.421618,39.209672
0,-109.842537,39.205358
0,-109.726744,39.204149
1,-109.553057,39.202088
1,-109.4951,39.201337
0,-109.321529,39.199024
0,-109.090028,39.19546
0,-108.800712,39.190353
0,-108.62716,39.186945
1,-108.453616,39.18327
1,-108.222328,39.17799
0,-107.767724,39.178364
0,-107.547495,39.183104
0,-107.894558,39.175172
0,-111.463803,39.165075
0,-111.058601,39.166049
0,-111.000724,39.166064
1,-110.421963,39.164627
1,-110.2483,39.163471
1,-110.190686,39.16285
1,-109.959,39.161404
1,-109.901159,39.160881
1,-109.380444,39.154805
1,-108.802067,39.145384
0,-108.744298,39.144225
1,-109.936249,39.134148
1,-108.281895,39.134359
0,-108.166327,39.131613
0,-107.661057,39.135572
0,-111.463378,39.11967
1,-111.289936,39.120637
1,-111.232071,39.12083
1,-110.711488,39.120661
1,-110.653672,39.120503
1,-110.422354,39.119574
1,-109.786163,39.114676
1,-109.611458,39.11253
1,-109.497097,39.111312
0,-109.439261,39.110554
0,-109.323667,39.108953
0,-109.150259,39.106332
1,-109.03462,39.104438
1,-108.919061,39.102457
0,-108.016846,39.109672
0,-108.399123,39.091981
0,-107.833363,39.086578
0,-111.289763,39.075592
1,-111.231993,39.075721
0,-111.11633,39.075894
0,-110.885116,39.075897
0,-110.827312,39.075825
1,-110.538289,39.075073
1,-110.48021,39.0748
0,-110.191499,39.073142
1,-110.075861,39.072245
0,-109.960368,39.071208
1,-109.61317,39.067632
1,-108.689416,39.053043
0,-107.808929,39.060161
0,-108.63169,39.051893
0,-108.458499,39.048244
0,-107.542838,39.048219
0,-108.170112,39.04166
0,-111.462965,39.02993
0,-110.942956,39.030883
1,-110.769737,39.030652
1,-110.71189,39.030559
0,-110.307535,39.028835
0,-110.134251,39.027675
0,-108.020278,39.028725
1,-109.961932,39.02669
1,-109.845463,39.02517
1,-109.730477,39.023813
0,-109.38353,39.019693
1,-109.094907,39.015347
1,-108.921716,39.012377
1,-108.806408,39.010281
1,-108.575473,39.005661
0,-107.483192,39.003855
1,-108.287076,38.99926
0,-107.771886,38.997884
0,-107.598813,39.002108
1,-109.118725,38.988676
0,-108.056071,38.993681
1,-110.596892,38.985051
1,-110.481192,38.984692
0,-110.307973,38.983781
0,-110.250247,38.983424
1,-109.788269,38.97977
0,-109.615365,38.977614
0,-109.499956,38.97619
0,-109.269162,38.973003
1,-108.923012,38.967322
1,-108.749988,38.964182
1,-108.63473,38.961766
1,-111.38161,38.958135
1,-111.323935,38.958301
0,-111.139222,38.958722
0,-108.46172,38.958218
1,-108.231095,38.952952
1,-107.942912,38.948477
1,-107.827344,38.952218
0,-111.058416,38.940767
0,-110.943029,38.940767
1,-110.827642,38.940653
1,-110.654435,38.940511
0,-110.193033,38.937985
0,-109.846936,38.935076
0,-108.636201,38.916809
1,-108.463348,38.913205
1,-107.537943,38.913227
0,-107.365107,38.916888
1,-109.063244,38.906698
0,-108.3481,38.910642
1,-108.06008,38.903755
1,-107.825935,38.906576
0,-107.653119,38.910654
1,-111.174061,38.895324
1,-110.481791,38.894561
1,-108.002516,38.90228
0,-110.078243,38.892078
0,-109.905307,38.890583
0,-109.559483,38.88683
0,-111.023779,38.877697
0,-109.444224,38.885354
0,-109.386597,38.884573
0,-109.271351,38.882927
1,-109.15739,38.881327
0,-108.983226,38.878129
0,-108.752869,38.874091
1,-108.522534,38.869365
1,-108.234674,38.862871
1,-107.766647,38.86295
1,-108.119502,38.860192
1,-111.346447,38.850152
1,-111.230339,38.850349
1,-110.827861,38.850408
1,-110.712459,38.850333
0,-110.309283,38.848618
0,-110.078825,38.847026
0,-109.848392,38.844979
1,-109.675586,38.843148
1,-109.0997,38.835203
0,-108.869412,38.831252
1,-110.505412,38.822551
0,-108.639175,38.826688
1,-108.52414,38.824386
1,-108.466525,38.823168
0,-108.29391,38.819302
0,-107.419797,38.82582
0,-107.76487,38.817954
1,-110.827821,38.805293
1,-110.59798,38.804873
0,-110.424884,38.804186
0,-110.252137,38.803208
0,-110.194558,38.802825
0,-109.906687,38.800484
0,-109.503741,38.79602
1,-109.388766,38.794646
1,-109.215983,38.791985
1,-109.10117,38.789857
1,-108.985881,38.78815
0,-108.755643,38.784042
0,-107.475629,38.779401
0,-107.878106,38.770171
1,-107.590645,38.777031
0,-107.935588,38.76874
1,-111.345886,38.760208
0,-111.173366,38.76042
0,-111.05827,38.760532
1,-111.000722,38.760545
1,-110.885592,38.760495
0,-109.907351,38.755488
0,-109.79231,38.754301
0,-109.73478,38.753692
1,-108.434249,38.759412
0,-107.440232,38.752972
1,-109.562249,38.751708
1,-109.390343,38.749099
1,-109.274824,38.747795
0,-110.563469,38.741702
1,-108.929566,38.74222
0,-108.239829,38.727941
1,-107.761375,38.728032
1,-107.588941,38.731803
0,-108.182387,38.726551
0,-108.0675,38.72374
1,-107.818837,38.726561
1,-111.403192,38.714821
1,-111.345794,38.71496
0,-111.115745,38.715431
0,-111.000721,38.715486
1,-110.713392,38.715092
1,-110.598139,38.714791
0,-110.425606,38.714073
0,-110.310585,38.713452
0,-110.080562,38.711868
0,-109.793068,38.709252
0,-109.563129,38.706644
1,-109.44816,38.705167
0,-110.115286,38.694113
1,-108.930867,38.697127
0,-108.700962,38.692957
0,-108.586241,38.690698
1,-108.528692,38.689279
1,-108.35656,38.685583
1,-107.874517,38.680121
1,-111.403042,38.669672
0,-111.230624,38.670203
1,-110.885756,38.670405
0,-110.770816,38.670197
0,-110.48344,38.669284
0,-109.908745,38.665333
0,-109.736367,38.663552
1,-109.276489,38.657907
1,-109.104472,38.655064
1,-108.874727,38.651121
0,-108.587618,38.645603
0,-107.470975,38.644347
1,-108.472904,38.643144
1,-108.30071,38.639266
1,-108.185943,38.636496
1,-107.758018,38.637969
1,-107.700548,38.639204
1,-109.415259,38.632708
0,-108.071175,38.633739
0,-107.930071,38.633739
0,-111.115623,38.625321
0,-110.483761,38.624226
0,-110.368884,38.623663
0,-110.254011,38.622987
0,-110.196577,38.622607
0,-110.024283,38.621296
0,-109.564928,38.616554
1,-109.163255,38.611245
0,-108.990845,38.608157
1,-108.760956,38.604333
1,-109.817844,38.601368
1,-108.302398,38.594256
0,-107.584154,38.596848
0,-111.287741,38.579956
0,-111.172932,38.580181
1,-111.00074,38.58029
0,-110.828503,38.580181
0,-110.598888,38.579618
0,-110.024893,38.576243
1,-109.852776,38.574024
1,-109.680554,38.572731
1,-109.394314,38.568957
0,-109.164215,38.565898
1,-109.049675,38.564117
1,-108.820048,38.559937
0,-108.648098,38.556634
1,-108.475738,38.552852
0,-107.46785,38.554165
1,-109.359662,38.550796
1,-108.418512,38.552008
1,-108.132124,38.545192
0,-107.811803,38.546546
0,-107.697143,38.549228
1,-108.074833,38.543728
0,-107.926413,38.543736
1,-111.402699,38.534358
0,-111.230192,38.535022
0,-110.943347,38.535234
0,-110.713871,38.534897
0,-110.427036,38.533844
0,-110.19758,38.532496
1,-110.08286,38.531644
1,-108.706835,38.512729
0,-107.581545,38.506632
1,-108.076689,38.498762
0,-107.981854,38.497289
1,-111.401934,38.489615
1,-111.287382,38.48979
0,-111.000716,38.490188
0,-110.714048,38.489838
0,-110.599384,38.489501
0,-110.370062,38.488491
1,-108.787891,38.48733
1,-109.796359,38.484278
0,-109.624897,38.48211
1,-109.567589,38.481423
1,-109.395722,38.479231
0,-107.614327,38.479045
1,-108.937377,38.472011
0,-108.363982,38.469224
0,-110.977791,38.463148
0,-110.851704,38.463057
1,-108.65156,38.467139
0,-108.479078,38.463128
0,-107.464403,38.464566
0,-109.06384,38.456139
1,-108.192877,38.456478
0,-107.865539,38.455146
1,-108.021246,38.45228
0,-107.830846,38.44698
0,-110.485044,38.443993
0,-110.313162,38.443111
0,-110.25587,38.442761
0,-110.141314,38.441904
0,-109.96943,38.44059
1,-109.912528,38.440598
0,-109.740304,38.43835
1,-109.625753,38.437053
1,-109.511289,38.435672
1,-109.339468,38.433318
0,-109.167631,38.430793
1,-108.995953,38.428351
1,-108.709663,38.422732
0,-107.463286,38.419222
0,-107.348833,38.421602
1,-108.1945,38.411656
1,-108.080325,38.408703
1,-111.401413,38.399513
1,-111.286992,38.399713
1,-111.115241,38.399917
0,-111.057979,38.400049
0,-110.828929,38.399939
0,-110.084572,38.396486
0,-109.970071,38.395535
1,-109.855576,38.394456
1,-109.340441,38.38831
0,-110.920569,38.382012
0,-110.737375,38.381745
0,-109.168533,38.385534
1,-108.997071,38.382927
1,-108.825512,38.37985
0,-108.711071,38.377742
0,-110.611481,38.372382
1,-108.53951,38.374319
0,-108.36777,38.370693
1,-107.976234,38.362271
1,-111.458492,38.354197
0,-111.172431,38.354839
0,-110.428461,38.353608
1,-109.570233,38.346289
1,-109.455911,38.344496
0,-107.529385,38.345766
0,-110.520138,38.335994
1,-109.341447,38.343249
1,-108.941157,38.33693
1,-108.826801,38.334865
1,-108.483851,38.327985
0,-107.45984,38.32901
1,-110.28002,38.325735
1,-108.369314,38.325847
0,-108.254987,38.322945
1,-107.745912,38.322781
0,-107.631872,38.325542
1,-107.917325,38.318659
0,-111.229481,38.309715
0,-111.057909,38.309924
0,-110.886335,38.309884
0,-110.257256,38.307586
0,-109.971348,38.305426
0,-109.79982,38.303797
0,-109.685477,38.30257
1,-109.11389,38.294563
1,-108.999594,38.292922
1,-108.77106,38.2887
1,-108.65717,38.286434
1,-108.428248,38.281725
0,-108.085689,38.273663
0,-107.97254,38.272466
1,-107.801362,38.276473
0,-111.45796,38.263985
1,-111.40084,38.264175
0,-110.82925,38.264752
0,-110.714938,38.26453
0,-107.480949,38.265698
0,-109.68629,38.25752
1,-109.45795,38.254748
1,-109.343193,38.252958
1,-109.286328,38.252403
0,-108.052118,38.254821
1,-110.292135,38.244742
1,-110.223538,38.244326
1,-108.886646,38.245776
1,-110.109364,38.243451
1,-108.544041,38.239156
0,-107.571617,38.236092
1,-108.258698,38.232921
1,-107.856718,38.230142
1,-111.343359,38.219339
1,-111.229199,38.21959
0,-111.114947,38.219784
0,-111.057839,38.219798
0,-110.600876,38.219135
1,-108.384504,38.227181
0,-111.514795,38.218687
0,-110.486639,38.21869
0,-110.372405,38.218135
1,-110.143938,38.216707
0,-109.972587,38.215242
0,-109.572907,38.211134
1,-109.515995,38.210428
1,-109.344312,38.208177
1,-109.230439,38.206534
1,-109.002136,38.20268
1,-109.835807,38.196013
1,-108.659705,38.196439
1,-108.317483,38.189085
0,-107.798103,38.186442
0,-107.569752,38.191846
0,-107.512502,38.192987
1,-109.596289,38.184327
1,-111.057803,38.174735
1,-111.000729,38.17474
1,-110.829506,38.174617
1,-110.772375,38.174529
0,-110.372827,38.173092
0,-110.030339,38.170725
1,-109.174466,38.160871
1,-109.117374,38.159654
1,-109.003341,38.157743
1,-108.832195,38.154724
1,-108.547171,38.149059
1,-107.682177,38.144089
0,-107.454472,38.149216
0,-108.262065,38.142816
0,-111.400122,38.129079
1,-111.285716,38.129611
1,-111.22862,38.129483
1,-110.88633,38.129883
1,-110.77264,38.129809
0,-110.658417,38.129189
0,-110.54432,38.128802
1,-110.316122,38.127739
1,-110.14551,38.126278
1,-109.859814,38.12415
0,-109.745738,38.12296
1,-109.17539,38.115575
1,-108.833528,38.109684
0,-108.548596,38.104098
1,-109.483768,38.101819
1,-108.377665,38.100395
1,-108.206799,38.096471
0,-107.794469,38.096355
1,-107.737432,38.097716
0,-108.09288,38.093696
1,-112.026952,38.080078
0,-110.601613,38.083947
1,-110.487576,38.083495
1,-110.089635,38.080805
1,-109.9177,38.079527
1,-109.518029,38.075265
1,-109.290582,38.072141
0,-111.593539,38.065111
0,-111.468074,38.065614
1,-108.891864,38.065716
1,-108.777865,38.063632
0,-108.607046,38.060249
1,-108.379406,38.055516
0,-108.265436,38.0528
0,-107.621649,38.055315
0,-108.151578,38.050148
0,-111.627483,38.037825
0,-111.513598,38.038485
1,-111.171667,38.039416
1,-111.114904,38.039719
1,-111.000715,38.039558
1,-110.886744,38.039486
0,-110.430926,38.038179
0,-110.26,38.037227
1,-110.202126,38.036965
1,-112.083327,38.034715
1,-109.86117,38.03402
0,-109.804252,38.033473
1,-109.633366,38.031971
1,-109.405559,38.028742
1,-111.262838,38.021222
1,-109.291706,38.027269
1,-109.234556,38.026019
1,-109.06393,38.023494
1,-109.00696,38.022613
1,-111.137417,38.01244
1,-108.551613,38.014042
0,-107.563467,38.011627
0,-108.096421,38.003638
1,-111.057672,37.994886
1,-111.000681,37.994521
1,-110.71583,37.994159
1,-112.025616,37.990035
0,-111.911781,37.990964
1,-111.342669,37.993988
0,-110.545159,37.993613
1,-110.317393,37.992528
1,-110.203516,37.991793
1,-109.975413,37.989954
0,-107.710733,37.990301
1,-109.520439,37.985138
1,-108.89433,37.97568
1,-108.609986,37.970197
1,-110.693324,37.967099
0,-110.636413,37.966901
0,-108.325629,37.964071
1,-109.031489,37.959962
1,-108.974559,37.959022
1,-108.792539,37.955699
1,-112.081932,37.944439
0,-111.6836,37.94751
1,-111.569444,37.948009
1,-110.943826,37.949425
1,-110.147135,37.946361
1,-110.03373,37.944852
1,-109.919494,37.944489
1,-109.805636,37.943416
1,-109.69191,37.942206
1,-109.464614,37.939641
1,-111.023506,37.931392
1,-108.554586,37.923885
0,-108.156858,37.915058
1,-111.398236,37.903458
1,-111.228216,37.904144
1,-110.830177,37.90424
1,-110.602565,37.903637
0,-110.488841,37.903251
0,-112.194991,37.898208
1,-111.967611,37.900254
1,-109.749721,37.897943
1,-109.578843,37.89587
1,-109.352205,37.892843
1,-109.180912,37.890345
0,-108.407816,37.893816
1,-108.840171,37.884517
1,-108.726514,37.882357
1,-108.612912,37.88017
1,-108.385297,37.875323
0,-108.158568,37.869758
1,-112.080625,37.854413
0,-111.853245,37.856138
1,-111.739705,37.857195
