"","plot","year","uninfected_bay_ct","infected_bay_ct","tot_bay","ct_bay_NA","infected"
"1614","SUGAR18",2005,7,19,26,0,1
"1615","SUGAR18",2006,2,24,26,0,1
"1616","SUGAR18",2007,0,26,26,0,1
"1617","SUGAR18",2008,0,26,26,0,1
"1618","SUGAR18",2009,8,19,27,0,1
"1619","SUGAR18",2010,0,27,27,0,1
"1620","SUGAR18",2011,0,26,26,0,1
"1621","SUGAR18",2012,0,28,28,0,1
"1622","SUGAR18",2014,0,28,28,0,1
"1623","SUGAR19",2004,6,13,19,0,1
"1624","SUGAR19",2005,5,15,20,0,1
"1625","SUGAR19",2006,3,17,20,0,1
"1626","SUGAR19",2007,0,19,20,1,1
"1627","SUGAR19",2008,0,19,20,1,1
"1628","SUGAR19",2009,0,20,20,0,1
"1629","SUGAR19",2010,0,21,21,0,1
"1630","SUGAR19",2011,1,19,21,1,1
"1631","SUGAR19",2012,0,21,21,0,1
"1632","SUGAR19",2014,0,22,22,0,1
"1633","SUGAR21",2004,26,21,47,0,1
"1634","SUGAR21",2005,30,17,47,0,1
"1635","SUGAR21",2006,12,34,46,0,1
"1636","SUGAR21",2007,1,45,46,0,1
"1637","SUGAR21",2008,0,45,45,0,1
"1638","SUGAR21",2009,2,44,47,1,1
"1639","SUGAR21",2010,0,47,48,1,1
"1640","SUGAR21",2011,1,47,49,1,1
"1641","SUGAR21",2012,0,50,50,0,1
"1642","SUGAR21",2014,1,48,49,0,1
"1643","SUGAR23",2004,0,5,5,0,1
"1644","SUGAR23",2005,3,3,6,0,1
"1645","SUGAR23",2006,3,3,6,0,1
"1646","SUGAR23",2007,0,6,6,0,1
"1647","SUGAR23",2008,0,6,6,0,1
"1648","SUGAR23",2009,2,4,6,0,1
"1649","SUGAR23",2010,0,6,6,0,1
"1650","SUGAR23",2011,0,6,6,0,1
"1651","SUGAR23",2012,0,6,6,0,1
"1652","SUGAR23",2014,0,6,6,0,1
"1653","SUGAR30",2005,3,8,11,0,1
"1654","SUGAR30",2006,2,9,11,0,1
"1655","SUGAR30",2007,0,11,11,0,1
"1656","SUGAR30",2008,0,11,11,0,1
"1657","SUGAR30",2009,1,10,11,0,1
"1658","SUGAR30",2010,1,10,11,0,1
"1659","SUGAR30",2011,0,10,10,0,1
"1660","SUGAR30",2012,0,12,12,0,1
"1661","SUGAR30",2014,5,7,12,0,1
"1662","SUGAR31",2004,1,11,12,0,1
"1663","SUGAR31",2005,0,11,12,1,1
"1664","SUGAR31",2006,1,12,13,0,1
"1665","SUGAR31",2007,0,13,13,0,1
"1666","SUGAR31",2008,0,13,13,0,1
"1667","SUGAR31",2009,0,13,13,0,1
"1668","SUGAR31",2010,0,13,13,0,1
"1669","SUGAR31",2011,0,13,13,0,1
"1670","SUGAR31",2012,0,14,14,0,1
"1671","SUGAR31",2014,0,14,14,0,1
"1672","SUGAR32",2004,0,5,5,0,1
"1673","SUGAR32",2005,3,2,5,0,1
"1674","SUGAR32",2006,4,1,5,0,1
"1675","SUGAR32",2007,0,5,5,0,1
"1676","SUGAR32",2008,0,5,5,0,1
"1677","SUGAR32",2009,0,5,5,0,1
"1678","SUGAR32",2010,0,5,5,0,1
"1679","SUGAR32",2011,0,5,5,0,1
"1680","SUGAR32",2012,0,5,5,0,1
"1681","SUGAR32",2014,0,6,6,0,1
"1682","SUMTV02",2004,7,35,42,0,1
"1683","SUMTV02",2005,13,32,45,0,1
"1684","SUMTV02",2006,1,44,46,1,1
"1685","SVRP02",2004,1,2,3,0,1
"1686","SVRP02",2005,0,3,3,0,1
"1687","SVRP02",2006,2,1,3,0,1
"1688","SVRP02",2007,0,3,3,0,1
"1689","SVRP02",2008,0,3,3,0,1
"1690","SVRP02",2009,0,3,3,0,1
"1691","SVRP02",2010,0,3,3,0,1
"1692","SVRP02",2011,0,3,3,0,1
"1693","SVRP02",2012,0,3,3,0,1
"1694","SVRP02",2014,0,3,3,0,1
"1695","TELL02",2004,35,0,35,0,0
"1696","TELL02",2005,17,18,35,0,1
"1697","TELL02",2006,34,0,34,0,0
"1698","TELL02",2007,3,31,34,0,1
"1699","TELL02",2008,0,35,35,0,1
"1700","TELL02",2009,18,17,35,0,1
"1701","TELL02",2010,0,33,33,0,1
"1702","TELL02",2011,0,35,35,0,1
"1703","TELL02",2012,0,35,35,0,1
"1704","TELL02",2014,0,36,36,0,1
"1705","TELL04",2004,4,0,4,0,0
"1706","TELL04",2005,0,4,4,0,1
"1707","TELL04",2006,4,0,4,0,0
"1708","TELL04",2007,0,4,4,0,1
"1709","TELL04",2008,0,4,4,0,1
"1710","TELL04",2009,0,4,4,0,1
"1711","TELL04",2010,0,5,5,0,1
"1712","TELL04",2011,0,5,5,0,1
"1713","TELL04",2012,0,5,5,0,1
"1714","TELL04",2014,0,5,5,0,1
"1715","TERRI02",2004,3,21,24,0,1
"1716","TERRI02",2005,2,22,24,0,1
"1717","TERRI02",2006,0,22,24,2,1
"1718","TERRI02",2007,0,22,24,2,1
"1719","TERRI02",2008,0,21,23,2,1
"1720","TERRI02",2009,0,22,22,0,1
"1721","TERRI02",2010,0,23,23,0,1
"1722","TERRI02",2011,0,24,24,0,1
"1723","TERRI02",2012,0,24,24,0,1
"1724","TERRI02",2014,0,24,24,0,1
"1725","TERRI03",2011,0,1,1,0,1
"1726","TERRI03",2012,0,1,1,0,1
"1727","TERRI03",2014,0,1,1,0,1
"1728","VOTRU01",2004,2,5,7,0,1
"1729","VOTRU01",2005,2,5,7,0,1
"1730","VOTRU01",2006,1,8,9,0,1
"1731","VOTRU01",2007,0,9,9,0,1
"1732","VOTRU01",2008,0,9,9,0,1
"1733","VOTRU01",2009,0,9,9,0,1
"1734","VOTRU01",2010,0,10,10,0,1
"1735","VOTRU01",2011,0,10,10,0,1
"1736","WATKI01",2004,3,11,14,0,1
"1737","WATKI01",2005,2,14,16,0,1
"1738","WATKI01",2006,14,2,16,0,1
"1739","WATKI01",2007,0,16,16,0,1
"1740","WATKI01",2008,0,16,16,0,1
"1741","WATKI01",2009,0,16,16,0,1
"1742","WATKI01",2010,0,16,16,0,1
"1743","WATKI01",2011,0,16,16,0,1
"1744","WATKI01",2012,0,16,16,0,1
"1745","WATKI01",2014,0,17,17,0,1
"1746","YAHNG01",2004,1,4,5,0,1
"1747","YAHNG01",2005,0,5,5,0,1
"1748","YAHNG01",2006,0,5,5,0,1
"1749","YAHNG01",2007,0,5,5,0,1
"1750","YAHNG01",2008,0,5,5,0,1
"1751","YAHNG01",2009,0,5,5,0,1
"1752","YAHNG01",2010,0,5,5,0,1
"1753","YAHNG01",2011,0,5,5,0,1
"1754","YAHNG01",2012,0,5,5,0,1
"1755","YAHNG01",2014,0,5,5,0,1
"1756","YAHNG02",2004,0,1,1,0,1
"1757","YAHNG02",2005,0,1,1,0,1
"1758","YAHNG02",2006,0,1,1,0,1
"1759","YAHNG02",2007,0,1,1,0,1
"1760","YAHNG02",2008,0,1,1,0,1
"1761","YAHNG02",2009,0,1,1,0,1
"1762","YAHNG02",2010,0,0,1,1,0
"1763","YAHNG02",2011,0,1,1,0,1
"1764","YAHNG02",2012,0,1,1,0,1
"1765","YAHNG02",2014,0,1,1,0,1
"1766","YAHNG03",2004,0,6,6,0,1
"1767","YAHNG03",2005,0,6,6,0,1
"1768","YAHNG03",2006,0,7,7,0,1
"1769","YAHNG03",2007,0,7,7,0,1
"1770","YAHNG03",2008,0,7,7,0,1
"1771","YAHNG03",2009,0,7,7,0,1
"1772","YAHNG03",2010,0,7,7,0,1
"1773","YAHNG03",2011,0,7,7,0,1
"1774","YAHNG03",2012,0,7,7,0,1
"1775","YAHNG03",2014,0,8,8,0,1
"1776","ZEN01",2004,0,4,4,0,1
"1777","ZEN01",2005,1,3,4,0,1
"1778","ZEN01",2006,0,5,5,0,1
"1779","ZEN01",2007,0,5,5,0,1
"1780","ZEN01",2008,0,5,5,0,1
"1781","ZEN01",2009,0,5,5,0,1
"1782","ZEN01",2010,0,5,5,0,1
"1783","ZEN01",2011,0,5,5,0,1
"1784","ZEN01",2012,0,5,5,0,1
"1785","ZEN01",2014,0,5,5,0,1
"1786","ZEN02",2004,0,18,18,0,1
"1787","ZEN02",2005,1,17,18,0,1
"1788","ZEN02",2006,0,18,18,0,1
"1789","ZEN02",2007,1,17,18,0,1
"1790","ZEN02",2008,0,17,17,0,1
"1791","ZEN02",2009,0,18,18,0,1
"1792","ZEN02",2010,0,17,17,0,1
"1793","ZEN02",2011,0,18,18,0,1
"1794","ZEN02",2012,0,18,18,0,1
"1795","ZEN02",2014,0,18,18,0,1
